counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
CS(=O)(=O)NCCN1C(=O)NC[C@@]1(CCl)C[C@@H]1NCCc2c1oc1ccccc21,CS(=O)(=O)NCCN1C(=O)NC[C@]12CCN1CCc3c(oc4ccccc34)[C@@H]1C2.Cl,mmp0007_RC_to_RCl,halogen-walk,subtle,0.441,0 1 2 3 4 5 6 7 8 10 11 14 18 22 23 24,440.95,1.56,0.567,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Fc1ccc(NC(=S)Nc2cc(F)cc(Cl)c2)cc1,Fc1ccc(NC(=S)Nc2cc(Cl)cc(Cl)c2)cc1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.756,1,298.75,4.43,0.802,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
S=C(Nc1ccccc1)Nc1cc(Cl)cc(Cl)c1,Fc1ccc(NC(=S)Nc2cc(Cl)cc(Cl)c2)cc1,mmp0095_Rc1cccFcc1_to_Rc1ccccc1,halogen-walk,subtle,0.609,,297.21,4.8,0.778,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)C1=C(C)NC(Cl)=C(C(=O)OCC2CCCO2)C1c1ccccc1[N+](=O)[O-],COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CCCO2)C1c1ccccc1[N+](=O)[O-],mmp0007_RC_to_RCl,halogen-walk,subtle,0.788,1,436.85,2.9,0.313,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(OCCC[N+](C)(C)Cc2ccc(Cl)cc2)c(C(C)C)cc1Cl,Cc1cc(OCCC[N+](C)(C)Cc2ccc(Br)cc2)c(C(C)C)cc1Cl,mmp0016_RBr_to_RCl,halogen-walk,subtle,0.791,1,395.39,6.47,0.368,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[N+](C)(CCCOc1ccccc1)Cc1ccc(Br)cc1,Cc1cc(OCCC[N+](C)(C)Cc2ccc(Br)cc2)c(C(C)C)cc1Cl,mmp0002_Rc1cccClcc1_to_Rc1ccccc1,halogen-walk,subtle,0.466,,349.29,4.49,0.528,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[N+](C)(CCCOc1ccc(F)cc1)Cc1ccc(Br)cc1,Cc1cc(OCCC[N+](C)(C)Cc2ccc(Br)cc2)c(C(C)C)cc1Cl,mmp0092_Rc1cccClcc1_to_Rc1cccFcc1,halogen-walk,subtle,0.467,5,367.28,4.63,0.512,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CC[C@H](c1ccccn1)c1ccccc1Cl,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.464,7,274.8,3.82,0.824,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(Cl)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.672,1,295.21,4.34,0.763,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CC[C@@H](c1ccccc1)c1ccccn1,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,mmp0002_Rc1cccClcc1_to_Rc1ccccc1,halogen-walk,subtle,0.6,,240.35,3.17,0.798,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1ccccc1-c1ccn2c(N3CCOCC3)cnc2n1,O=C(Nc1ccc(F)c(-c2ccn3c(N4CCOCC4)cnc3n2)c1)N1CCCC1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.474,7,314.78,2.89,0.729,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NCCCCl)Nc1ccc(F)c(-c2ccn3c(N4CCOCC4)cnc3n2)c1,O=C(Nc1ccc(F)c(-c2ccn3c(N4CCOCC4)cnc3n2)c1)N1CCCC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.667,0 1 2 3 4,432.89,3.12,0.462,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NCl)c1ccncc1Nc1ccc(I)cc1F,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,mmp0007_RC_to_RCl,halogen-walk,subtle,0.648,1,391.57,3.45,0.622,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C(C=O)[C@@H]([C@H](O)c3ccccc3Cl)C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.4,0 1 2 3 4 5 6 7 8 14 18,450.88,0.56,0.321,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1c(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)nc(C)n(-c2ccccc2F)c1=O,Cc1c(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)nc(C)n(-c2cccc(Cl)c2Cl)c1=O,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.682,7,386.47,2.32,0.858,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1CN(C)CCCC1(C(=O)OF)c1ccccc1,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1C,mmp0127_RC_to_RF,halogen-walk,subtle,0.721,1,265.33,2.71,0.823,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(CCCCCl)CC1(CC1)C(=O)N2C,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC1(CC1)C(=O)N2C,mmp0007_RC_to_RCl,halogen-walk,subtle,0.703,0 1 2 3 4,639.24,4.1,0.294,45,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(C)CC3)CC2)ccc1Nc1ncc(N(C)Cl)c(N(CC2CC2)C2CCCC2)n1,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC1(CC1)C(=O)N2C,mmp0007_RC_to_RCl,halogen-walk,subtle,0.514,0 1 2 8 10 11 13 14 15 17 18 19 20,625.26,5.27,0.325,44,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccccc1F,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.5,7,364.22,2.77,0.911,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(F)cc1Cl,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,mmp0022_RCl_to_RF,halogen-walk,subtle,0.695,1,398.66,3.42,0.861,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NS(=O)(=O)c1ccc(Cl)s1)c1ccc(Cl)cc1Cl,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,mmp0016_RBr_to_RCl,halogen-walk,subtle,0.714,1,370.67,3.83,0.893,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1ccc(-c2nc3c4ccccc4ccn3n2)c(Cl)c1,Clc1ccc(-c2nc3c4ccccc4ccn3n2)cc1,mmp0029_Rc1cccClcc1_to_Rc1cccClcc1Cl,halogen-walk,subtle,0.567,8,314.18,4.86,0.502,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Fc1ccc(-c2nc3c4ccccc4ccn3n2)cc1,Clc1ccc(-c2nc3c4ccccc4ccn3n2)cc1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.724,1,263.27,3.69,0.524,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(/C=C/c1ccccc1)Nc1ccccc1Cl,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.444,7,257.72,3.99,0.828,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1oc2ccccc2c(O)c1C(CCl)c1ccccc1,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.683,1,300.74,3.87,0.59,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1oc2ccccc2c(O)c1C(Cl)c1ccccc1,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.554,1,286.71,3.83,0.575,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCC(/C=C/n1ccnc1)OCc1ccccc1Cl,CCCCCC(/C=C/n1ccnc1)OCc1ccccc1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.649,7,318.85,5.17,0.596,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(Cl)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@]1(C)O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.852,1,764.39,4.19,0.206,52,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1nc(C(C)C)ccc1-c1cnc2sc(N(C)CCC(O)(Cl)CN)nn12,COc1nc(C(C)C)ccc1-c1cnc2sc(N3CCC(O)(CN)CC3)nn12,mmp0007_RC_to_RCl,halogen-walk,subtle,0.49,0 1 2 3 4 5 6 7 9,424.96,2.7,0.536,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)c1ccc(-c2cnc3sc(N4CCC(O)(CN)CC4)nn23)c(OCl)n1,COc1nc(C(C)C)ccc1-c1cnc2sc(N3CCC(O)(CN)CC3)nn12,mmp0007_RC_to_RCl,halogen-walk,subtle,0.821,1,422.94,2.8,0.651,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC1(c2ccccc2Cl)CCN(C(=O)c2cn(CCN(C)C)c3cc(Cl)ccc23)CC1,CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.608,1 2 3 4 5 6 7 10 13,474.43,5.29,0.488,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCn1cc(C(=O)N(Cl)CCC2(C)OCc3ccccc32)c2ccc(Cl)cc21,CN(C)CCn1cc(C(=O)N2CCC3(CC2)OCc2ccccc23)c2ccc(Cl)cc21,mmp0007_RC_to_RCl,halogen-walk,subtle,0.523,0 1 3 6 9 13 14 15 19 20 21 24 25 28,460.41,5.29,0.45,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1[nH]c2cc(C(F)(F)F)c(N(CCl)CCO)cc2n(CP(=O)(O)O)c1=O,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.471,0 1 2 4 7 11,431.69,0.84,0.23,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Fc1ccccc1N(C1=NCCN1)C1CCCCO1,Clc1cccc(Cl)c1N(C1=NCCN1)C1CCCCO1,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.514,7,263.32,2.12,0.888,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccccc2Cl)C1,C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.429,7,287.81,3.01,0.838,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc(F)c(C(=O)O)c2)C1,C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.633,1,315.37,2.19,0.928,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1ccccc1Cl,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.625,7,495.02,4.96,0.573,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC(=O)C1CCCC2c3cc(F)ccc3NC12,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,mmp0022_RCl_to_RF,halogen-walk,subtle,0.645,1,234.27,1.99,0.78,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1ccc2c(c1)C1CCCC(Cl)C1N2,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,mmp0007_RC_to_RCl,halogen-walk,subtle,0.548,1,242.15,4.01,0.678,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(Nc2ncc(F)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.772,1,541.69,5.85,0.31,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(N[C@H]1N=C(c2ccccc2)c2ccccc2N(Cl)C1=O)c1cc2ccccc2[nH]1,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,mmp0007_RC_to_RCl,halogen-walk,subtle,0.747,1,428.88,4.26,0.478,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OC(c1ccccc1Cl)C1CCN(CCc2ccccc2)CC1,OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.613,7,329.87,4.33,0.882,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NCC1CCCO1)c1cc(Br)cc(Cl)c1O,O=C(NCC1CCCO1)c1cc(Br)cc(Br)c1O,mmp0016_RBr_to_RCl,halogen-walk,subtle,0.683,1,334.6,2.72,0.893,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NCC1CCCO1)c1ccccc1F,O=C(NCC1CCCO1)c1cc(Br)cc(Br)c1O,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.471,7,223.25,1.73,0.847,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)N(Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F)OCCl,O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,mmp0007_RC_to_RCl,halogen-walk,subtle,0.537,0 1 2 3 5 7 8,587.72,3.58,0.17,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(C)c1cc(OC(=S)N(C)c2cccc(C)c2)ccc1F,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,mmp0127_RC_to_RF,halogen-walk,subtle,0.463,1 6 8 9 11,331.46,5.45,0.691,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccccc1,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,mmp0095_Rc1cccFcc1_to_Rc1ccccc1,halogen-walk,subtle,0.779,,396.49,3.28,0.784,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC1=NCC(c2ccc(Cl)cc2)O1,NC1=NCC(c2ccc(C(F)(F)F)cc2)O1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.578,1,196.64,1.73,0.744,13,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=[N+]([O-])C1,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.638,7,334.21,3.6,0.64,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC1=NN(Cl)c2ncnc3c2c1cn3[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,mmp0007_RC_to_RCl,halogen-walk,subtle,0.721,1,420.71,-1.25,0.293,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1c([C@H]2[C@H](C(=O)Nc3ccnc(C(N)=O)c3)O[C@@](C)(Cl)[C@H]2C)ccc(F)c1F,COc1c([C@H]2[C@H](C(=O)Nc3ccnc(C(N)=O)c3)O[C@@](C)(C(F)(F)F)[C@H]2C)ccc(F)c1F,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.75,1,439.85,3.18,0.696,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1CCN(c2ccccc2F)C(c2cccn2C)C1,CN1CCN2c3ccccc3Cn3cccc3C2C1,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.431,1 2 3 4 5 6 7 11 14 15 17 18 19,273.36,2.66,0.833,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccccc1F,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.619,7,398.5,5.19,0.505,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NCCCc1cccc(Cl)c1)c1cccc2ccccc12,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.685,1,323.87,5.78,0.567,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(Nc1cnc(-c2cc3c(cc2Cl)OC(F)(F)O3)cn1)c1c(F)cccc1Cl,Cc1cccc(F)c1C(=O)Nc1cnc(-c2cc3c(cc2Cl)OC(F)(F)O3)cn1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.762,1,442.18,5.16,0.607,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(F)c1C(=O)Nc1cnc(-c2ccccc2F)cn1,Cc1cccc(F)c1C(=O)Nc1cnc(-c2cc3c(cc2Cl)OC(F)(F)O3)cn1,mmp0103_Rc1ccccc1Cl_to_Rc1ccccc1F,halogen-walk,subtle,0.573,7,325.32,3.98,0.792,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCl)cc2)[C@H]1O,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.618,1,494.1,5.93,0.468,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccccc1Cl,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.738,7,615.13,3.34,0.204,43,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1ccccc1F,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,mmp0103_Rc1ccccc1Cl_to_Rc1ccccc1F,halogen-walk,subtle,0.675,7,399.51,3.58,0.781,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(F)cccc1Cl,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,mmp0022_RCl_to_RF,halogen-walk,subtle,0.812,1,433.95,4.23,0.716,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(F)Cn1cnc2c1c(=O)n(C)c(=O)n2C,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,mmp0127_RC_to_RF,halogen-walk,subtle,0.755,1,240.24,-0.21,0.729,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3Cl)c3ccoc23)ccn1,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,mmp0029_Rc1cccClcc1_to_Rc1cccClcc1Cl,halogen-walk,subtle,0.739,8,444.28,4.61,0.448,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1ccc(Nc2nnc(OCc3ccnc(Cl)c3)c3occc23)cc1,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.698,1,387.23,5.25,0.472,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)NCCOC(=O)[C@H](Oc1cccc(Cl)c1)c1ccc(Cl)cc1,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.712,1,382.24,3.79,0.585,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(OCCNF)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,mmp0127_RC_to_RF,halogen-walk,subtle,0.778,1,391.75,4.5,0.327,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.795,1,399.34,3.64,0.439,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC(=O)Nc1cc(C#Cc2ccccc2Cl)sc1C(=O)N[C@H]1CCCNC1,NC(=O)Nc1cc(C#Cc2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.63,7,402.91,2.77,0.594,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
ClNCCc1c[nH]c2ccccc12,O=C(NCCc1c[nH]c2ccccc12)c1cccnc1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.492,1,194.67,2.45,0.722,13,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(F)s4)cc3)c(=O)c2cc1F,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,mmp0022_RCl_to_RF,halogen-walk,subtle,0.822,1,507.5,2.57,0.327,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCNC(=O)[C@H]1CC(n2ccc3c(NC(CC)Cc4sccc4F)ncnc32)[C@H](O)[C@@H]1O,CCNC(=O)[C@H]1CC(n2ccc3c(NC(CC)Cc4sccc4Cl)ncnc32)[C@H](O)[C@@H]1O,mmp0022_RCl_to_RF,halogen-walk,subtle,0.804,1,461.56,2.48,0.41,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OC1(C(C)CN(C)C)CCCCC1c1ccccc1Cl,CC(=O)OC1(C(C)CN(C)C)CCCCC1c1ccccc1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.648,7,337.89,4.5,0.741,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(F)cc4)c3c12,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,mmp0022_RCl_to_RF,halogen-walk,subtle,0.821,1,408.43,5.36,0.435,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCc1c(C(=O)OC(C)Cl)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,mmp0007_RC_to_RCl,halogen-walk,subtle,0.867,1,445.3,6.05,0.289,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCc1c(C(=O)OF)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,mmp0127_RC_to_RF,halogen-walk,subtle,0.798,1,400.79,5.35,0.489,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
