counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
CC[C@H](C[C@H](C)C(=O)O)n1c([C@H](O)c2cc(F)ccc2OC)nc2c3c(ccc21)N(C(=O)OC)[C@@H](C)CC3,COC(=O)N1c2ccc3c(nc([C@H](O)c4cc(F)ccc4OC)n3[C@@H]3CCC[C@@H](C(=O)O)C3)c2CC[C@@H]1C.Cl,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.587,0 1 2 3 4 5 6 8 11,527.59,5.24,0.412,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NC(=O)c1ccc(CCc2c[nH]c3nc(N)[nH]c(=O)c23)cc1)C(=O)O,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.714,,369.38,0.82,0.433,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1)C(=O)O,CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.83,,501.45,-0.07,0.291,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](C[C@H](C)[C@@H](C)C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12)C(=O)O,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.591,0 1 2 3 4 5 6 7 8 9,669.63,6.71,0.249,45,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N(C[CH]C1CCCCC1)C(=O)CP(=O)(O)CCCCc1ccccc1,O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.429,0 1 2 3 4 5 6 8 11 13 14 18 19 21,436.51,4.37,0.375,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C/C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ncccn1,C/C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc12)c1ccccn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.724,6,318.34,2.44,0.444,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N([C@H](C)C(=O)O)[C@@H]1S,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.548,1 2 3 4 5 10,388.45,1.91,0.519,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CSC(CCCc1ccccc1)c1ccc(OCc2ncccn2)cc1,O=C(O)CSC(CCCc1ccccc1)c1ccc(OCc2ccc3ccccc3n2)cc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.621,6,408.52,4.94,0.485,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)CCSc2ccc(C#Cc3ncccn3)cc21,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.494,6,280.4,3.65,0.689,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ncccn1,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.528,6,323.4,3.57,0.815,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCc1c(-c2ccccc2)nn(-c2ncccn2)c1O,CCCc1c(-c2ccccc2)nn(-c2ccccn2)c1O.Cl,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.609,6,280.33,2.99,0.798,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)c1c2cc(-c3nc(Nc4ncccn4)ncc3F)ccc2nn1C,CC(C)c1c2cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)ccc2nn1C,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.577,6,363.4,3.83,0.593,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc(NCc2nnc(C)s2)cc(OC[C@H]2C[C@@H]2c2ncccn2)n1,Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.655,6,369.45,2.53,0.678,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N([C@H](C)C(=O)O)[C@@H]1S,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.533,1 2 3 4 5 10,444.3,2.63,0.483,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncccn2)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.662,6,634.76,1.43,0.318,44,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1ncccn1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cccc(CO)n1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.536,6,306.75,3.03,0.795,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ncccn3)cc2)CC1,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.436,6,296.37,3.89,0.929,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1ncn([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,Nc1ccn([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,mmp0125_Rn1cccNnc1eqO_to_Rn1cncNnc1eqO,other,subtle,0.525,3,260.27,-2.45,0.46,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc2c(n1)Oc1ccc([C@H](C)C(=O)O)cc1C2,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.667,,269.3,3.27,0.775,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)[C@H](NS(=O)(=O)O)c2ccccc2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NS(=O)(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.481,1 2 3 4 5 10,403.44,-0.82,0.226,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)[C@H](NC(=O)c2cnc3cccnc3c2O)c2ccccc2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.617,1 2 3 4 5 10,495.52,0.86,0.238,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2ncccn2)cs1,COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(N3C[C@@H](C)O[C@@H](C)C3)n2)cs1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.594,6,450.5,0.59,0.507,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)[C@H](NC(=O)N2CCNC2=O)c2ccccc2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.559,1 2 3 4 5 10,435.46,-0.48,0.301,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ncccn1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.635,6,340.47,2.76,0.802,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)c1cc(C#Cc2ccc(S(=O)(=O)Nc3ncccn3)cc2)ccc1O,Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.671,6,395.4,2.08,0.577,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NCc1ccc(CCC(=O)NO)nc1)C(=O)O,O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.476,2,267.28,0.08,0.411,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ncccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.766,6,472.51,2.38,0.213,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2)n3C)nc1,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,mmp0068_RNCc1ccccn1_to_Rc1cccCCcn1,other,subtle,0.505,1 2 3 4 5 6 7 8,412.5,3.66,0.244,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)C[C@@H](BO[C@H](C)C(=O)O)NC(=O)CNC(=O)c1cc(Cl)ccc1Cl,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.463,0 1 2 3 4 5 6,417.1,2.05,0.506,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(C(=O)NC)[C@H](C)C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.471,0 1 2 3 4 5 7 10 11 14,407.47,1.17,0.497,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](N[C@H](C)C(=O)O)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.5,,287.27,-1.22,0.578,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CC(C(N)=O)(c1ccccc1)c1ncccn1)N(C)C,CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.613,6,298.39,1.59,0.879,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCc1nn(Cc2ccc(Cn3cc(F)ccc3=O)cc2)cc1C(=O)NCc1ncccn1,COCc1nn(Cc2ccc(Cn3cc(F)ccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1F.Cl,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.69,6,462.49,2.15,0.409,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)CC[C@@H]1N=C(c2ncccn2)c2cc(Br)ccc2-n2c(C)cnc21,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.733,6,440.3,3.58,0.58,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccccc1-n1c(C=Cc2ncccn2)nc2ccccc2c1=O,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.718,6,340.39,3.65,0.571,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)N(c1ncccn1)C(C)CN1CCCCC1,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.609,6,276.38,2.09,0.826,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1ncn([C@H]2CC[C@@H](CO)O2)c(=O)n1,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,mmp0125_Rn1cccNnc1eqO_to_Rn1cncNnc1eqO,other,subtle,0.533,3,212.21,-1.11,0.644,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC[C@@H](c1ncccn1)N(CCCCN)Cc1nc2ccccc2[nH]1,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.412,0 1 2 3 4 5 6 8 11 14,352.49,3.44,0.546,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)[C@H](/N=C/c2ccco2)c2ccc(O)cc2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](/N=C/c3ccco3)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.568,1 2 3 4 5 10,417.44,1.2,0.304,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](Sc1ccnc2ccc(Br)cc12)C(=O)O,O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCC1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.538,1 2 3 4 5,312.19,3.56,0.88,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1CCN(CCOc2ccn3c(C(=O)Nc4cccc5c4c(C4CC4)nn5Cc4ncccn4)cnc3c2)CC1,Cc1cccc(Cn2nc(C3CC3)c3c(NC(=O)c4cnc5cc(OCCN6CCN(C)CC6)ccn45)cccc32)n1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.77,6,551.66,3.28,0.298,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ncccn1,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.508,6,275.78,3.21,0.839,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O)[C@H](C)C(=O)O,O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.618,0 1 2 3 4 5 7 10,342.39,0.94,0.603,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccccc1[C@H]1CN(C)CCN1c1ncccn1,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.4,1 2 3 4 5 6 10 13 14 16 17 18 19,268.36,2.28,0.836,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCC(c1ccccc1)c1ncccn1,CN(C)CCC(c1ccccc1)c1ccccn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.538,6,241.34,2.56,0.805,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1cccc(Nc2ncccn2)c1Cl,O=C(O)c1cccnc1Nc1cccc(Cl)c1Cl,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.448,6,240.09,3.53,0.872,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1c([C@H](C)C(=O)O)cc2n(c1=O)Cc1c-2nc2cc3c(cc2c1CN1CCN(C)CC1)OCCO3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.593,1 2 3 4 5,490.56,2.44,0.466,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1ncc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3ncccn3)C2)n1,Cn1ncc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)n1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.704,6,520.55,1.83,0.365,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1c2nc(Cc3cc[nH]n3)sc2c2cnn(Cc3ncccn3)c(=O)c21,Cn1c2nc(Cc3cc[nH]n3)sc2c2cnn(Cc3cccc(N)n3)c(=O)c21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.688,6,378.42,1.5,0.508,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N[C@@H]1c2ccccc2OC12CCN(c1cnc3c(NCCCc4ncccn4)nnc-3[nH]1)CC2,N[C@@H]1c2ccccc2OC12CCN(c1cnc3c(N4CCCc5ncccc54)nnc-3[nH]1)CC2,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.48,0 1 2 3 4 5 6 7 8 9,457.54,2.57,0.374,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)O,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.798,,490.36,0.99,0.369,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#Cc1ccc2[nH]c(O)c(-c3ncccn3)c2c1,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.415,6,236.23,2.2,0.678,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCC(c1ccc(Br)cc1)c1ncccn1,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.561,6,320.23,3.32,0.846,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OC[C@@H](O)[C@@H](O)[C@H](O)c1cnc(/C=N\O)[nH]1,C/C(=N\O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,mmp0086_RCeqNO_to_RCeqNO,other,subtle,0.475,,231.21,-2.03,0.196,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](C[C@H]1C2=CC(=O)[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]2(C)CCC1(C)C)C(=O)O,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6CCC[N+]6(C)C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.432,0 1 2 3 4 5 12,458.68,6.27,0.523,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@]1(C)CC[C@]2(C)C(=CC(=O)[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]32C)[C@@H]1C[C@H](C)C(=O)O,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6CCC[N+]6(C)C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.421,0 1 2 3 4 5 12 18,472.71,6.66,0.48,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OC(CNc1ncccn1)c1ccccc1,OC(CNc1ccccn1)c1ccccc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.56,6,215.26,1.62,0.813,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C=N\O)[C@H]2SC1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,mmp0086_RCeqNO_to_RCeqNO,other,subtle,0.465,,285.28,-0.8,0.27,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=S(=O)(c1cccnc1)N(Cc1ccc(-n2cccn2)cc1)Cc1ncccn1,O=C(O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.57,6,406.47,2.45,0.468,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,mmp0125_Rn1cccNnc1eqO_to_Rn1cncNnc1eqO,other,subtle,0.533,3,244.21,-3.17,0.426,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc(/C(=C\CN2CCCC2)c2ncccn2)cc1,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.609,6,279.39,3.31,0.859,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C(=O)Nc1ncccn1)c1cccc(C(=O)c2ccccc2)c1,Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.634,6,331.38,3.45,0.727,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,mmp0125_Rn1cccNnc1eqO_to_Rn1cncNnc1eqO,other,subtle,0.571,3,228.21,-2.14,0.527,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@H](C)C(=O)O)C5=O)cc3c2c(=O)[nH]1,Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.777,,442.48,3.43,0.408,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ncccn2)CC1,CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.618,6,426.57,1.17,0.733,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](N[C@H](C)C(=O)O)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.533,,331.39,0.78,0.681,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NC[C@H]1[CH]C[C@@H](Oc2cccc(Cl)c2-c2nnn[nH]2)CC1)C(=O)O,CCC(CC)COC(=O)[C@@H]1C[C@H]2C[C@@H](Oc3cccc(Cl)c3-c3nnn[nH]3)CC[C@H]2CN1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.44,0 1 2 3 4 5 6,378.84,2.33,0.677,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1csc(-c2nnc(Nc3ccc(Oc4ncccn4)cc3)c3ccccc23)c1,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.59,6,411.49,5.99,0.383,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(OCCCN(Cc2cccc(O[C@H](C)C(=O)O)c2)c2nc3ccccc3o2)cc1,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.812,,476.53,5.16,0.28,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
