counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
CN1CCN(c2cccc(Cl)c2Cl)CC1,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,mmp0104_RNCCCC_to_RN1CCNCCC1,scaffold-hop,moderate,0.405,,245.15,2.75,0.75,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[N+]1(C)CCN(CC(O)(c2cccs2)C2CCCCC2)CC1,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.574,5,323.53,2.91,0.861,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[N+]1(C)CCN(CC(O)(c2ccccn2)C2CCCCC2)CC1,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.58,6,318.49,2.24,0.865,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1cc(F)ccc1NC(=O)c1ccc(CC2CC2)cc1,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.453,2 3 4,284.33,3.61,0.843,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CCc1nc(-c2cccs2)c(-c2ccccc2)o1,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.623,5,299.35,4.09,0.77,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(CCC[C@@]2(Cc3ccccc3)c3ccc(C(=O)Nc4cccnc4C)cc3CC[C@@H]2C)c1,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](OP(=O)(O)O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.455,0 1 2 3 4 5 6 7 8 9 16,502.7,8.04,0.265,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC)CCCC1CC1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.632,0 1 2 3 4 5 6 8 10,512.03,6.18,0.283,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCc1ccccc1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,mmp0060_RCC_to_Rc1ccccc1,scaffold-hop,obvious,0.619,0 1 2 3 4 5 6 7 8 10,520.01,5.84,0.256,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(C(=C(Cl)c2cccs2)c2ccc(OC)cc2)cc1,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.522,5,356.87,5.92,0.564,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(-c2[nH]c3ccccc3c2-c2ccc(OCc3cccc(C)c3)cc2)cc1,COc1ccc(-c2[nH]c3ccccc3c2-c2ccc(OC)cc2)cc1,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.647,2 3 4 5 6 7 8,419.52,7.4,0.311,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CCCC1CC1)Cc1cccc(OCCCNc2nc(CO)nn2C)c1,Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.56,0 1 2 3 4 5 6 8 10,401.56,3.2,0.474,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1nc(CNC(=O)c2cc(-c3cncc(Cl)c3)cnc2-c2ccccn2)ccc1OCC1CC1,COc1ccc(CNC(=O)c2cc(-c3cncc(Cl)c3)cnc2-c2ccccn2)nc1OC,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.79,2 3 4,501.97,4.98,0.345,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1CCN(CCCc2ccc3oc(-c4cc5sccc5cn4)c/c(=N\O)c3c2)CC1,O/N=c1\cc(-c2cc3sccc3cn2)oc2ccc(CCCN3CCOCC3)cc12,mmp0021_RNCC_to_RN1CCNCCC1,scaffold-hop,obvious,0.819,4 5,434.57,4.18,0.377,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(CC(O)COc2cccc3c2OCC(O[N+](=O)[O-])C3)c1,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.636,2 3 4 5 6 7 8,359.38,2.49,0.603,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=C(CCO)SC=CC(=O)c1ccccn1)N(C=O)Cc1cnc(C)nc1N,CC(=C(CCO)SC=CC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.75,6,413.5,2.46,0.346,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCCN1CCC(C(=O)N(C)CC)(c2cccs2)CC1,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.629,5,336.55,4.14,0.666,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4CCN(C)CC4)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1,mmp0021_RNCC_to_RN1CCNCCC1,scaffold-hop,obvious,0.712,,416.49,3.14,0.636,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCCC1CCC2(NC(=O)NC2=O)C1CCCCCCc1ccccc1,CCCCCCC1CCC2(NC(=O)NC2=O)C1CCCCCCC(=O)O,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.662,3 4 5 6 7 8,398.59,5.75,0.348,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCN(/C=C1/C(=O)O[C@H](COC)[C@]2(C)C([C@@H](Cc3ccccc3)OC(C)=O)=CC(=O)C(O)=C12)CC=C,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,mmp0017_RC1CCCC1_to_Rc1ccccc1,scaffold-hop,subtle,0.408,0 1 2 3 4 5 6 7 9 12 17 18,507.58,3.62,0.275,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1c(C)c2c(c(C)c1OCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCC1CC1)O2,Cc1c(C)c2c(c(C)c1OCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.812,2 3 4,472.71,7.96,0.298,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[N+]1(C)CCC(OC(=O)c2ccccc2)CC1,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,mmp0098_RCCCC_to_Rc1ccccc1,scaffold-hop,moderate,0.438,1 2 3 4 5 6,234.32,2.08,0.578,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOCCn1c(N(C)CCCN2CCN(C)CC2)nc2ccccc21,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,mmp0021_RNCC_to_RN1CCNCCC1,scaffold-hop,obvious,0.46,0 1 2 3 4 5 6 7 8 9 10 12,359.52,2.15,0.641,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(OCCCCc2ccccc2)c([C@H]2Sc3ccccc3N(C)C2=O)c1,COc1ccc(OCCCN(C)CCOc2ccc3c(c2)OCO3)c([C@H]2Sc3ccccc3N(C)C2=O)c1,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.54,2 3 4 5 6 7 8,433.57,5.91,0.414,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(OCCCC2CC2)c([C@H]2Sc3ccccc3N(C)C2=O)c1,COc1ccc(OCCCN(C)CCOc2ccc3c(c2)OCO3)c([C@H]2Sc3ccccc3N(C)C2=O)c1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.574,2 3 4,383.51,5.07,0.626,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CCc1ccccc1)N1C(=O)C(C(=O)NCC(=O)O)C(=O)N(C2CCCCC2)C1=O,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,mmp0060_RCC_to_Rc1ccccc1,scaffold-hop,obvious,0.533,0 1 2 3 4 5 6 7 8 10,443.5,1.95,0.592,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CNC(=O)C1C(=O)N(c2ccccc2)C(=O)N(C2CCCCC2)C1=O,O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,mmp0004_RC1CCCCC1_to_Rc1ccccc1,scaffold-hop,subtle,0.625,,387.39,1.13,0.73,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCN(Cc1cccs1)c1ccccn1,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,mmp0071_Rc1cccOCcc1_to_Rc1cccs1,scaffold-hop,moderate,0.432,5,261.39,2.71,0.797,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNC(=Nc1nc(-c2ccccc2Oc2ccc(C)cc2C)cs1)NCCC1CC1,Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.515,0 1 2 3 4 5 6 8 10,420.58,5.82,0.374,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])OC(C(=O)OC1CCNCC1)(c1ccccc1)c1cccs1,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])OC(C(=O)OC1CCNCC1)(c1ccccc1)c1ccccc1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.722,5,366.53,3.71,0.759,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1CC(CCC2CC2)CC(C)(C(=O)O[C@H]2CC[C@H]3[C@@H]4CCC5=CC(=O)CC[C@@H]5[C@H]4CC[C@]23C)C1,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)C12CC3CC(CC(C3)C1)C2,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.612,0 1 2 3 4 10 13,480.73,7.67,0.379,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(Cc1cccs1)C(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)C12CC3CC(CC(C3)C1)C2,mmp0031_RC1CCCCC1_to_Rc1cccs1,scaffold-hop,subtle,0.545,0 1 2 3 4 5 6 8 9,440.65,6.37,0.511,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCNCCOCCC5CC5)cn4)c3)n2)cn1,Cn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCN5CCOCC5)cn4)c3)n2)cn1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.623,0 1 2 3 4 5 6 7 8,515.62,2.93,0.255,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCNCCOc5ccccc5)cn4)c3)n2)cn1,Cn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCN5CCOCC5)cn4)c3)n2)cn1,mmp0060_RCC_to_Rc1ccccc1,scaffold-hop,obvious,0.664,0 1 2 3 4 5 6 7 8 9,523.6,3.2,0.248,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC1(CC2CC2)CCN(C(=O)c2cc(C)cc(C)c2NC(=O)C[C@H](CC(=O)O)c2cccc3ccccc23)CC1,Cc1cc(C)c(NC(=O)C[C@H](CC(=O)O)c2cccc3ccccc23)c(C(=O)N2CCC3(CCCC3)CC2)c1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.712,1 2 3 4 6 9 12,568.76,7.87,0.246,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(C2CCC(CN(C(=O)C3CCC(O)CC3)c3cccs3)CC2)cc1C,COc1ccc(C2CCC(CN(C(=O)C3CCC(O)CC3)c3cccc(-c4cnn(C5CC5)c4)c3)CC2)cc1C,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.518,5,441.64,5.92,0.605,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(C2CCC(CN(c3ccccc3)c3cccc(-c4cnn(C5CC5)c4)c3)CC2)cc1C,COc1ccc(C2CCC(CN(C(=O)C3CCC(O)CC3)c3cccc(-c4cnn(C5CC5)c4)c3)CC2)cc1C,mmp0098_RCCCC_to_Rc1ccccc1,scaffold-hop,moderate,0.613,1 2 3 4 5 6,491.68,8.31,0.248,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(C2CCC(CN(C(=O)c3ccccc3)c3cccc(-c4cnn(C5CC5)c4)c3)CC2)cc1C,COc1ccc(C2CCC(CN(C(=O)C3CCC(O)CC3)c3cccc(-c4cnn(C5CC5)c4)c3)CC2)cc1C,mmp0004_RC1CCCCC1_to_Rc1ccccc1,scaffold-hop,subtle,0.694,,519.69,7.82,0.238,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3C/C(=N\OC)C(CN)C3)nc21,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,mmp0110_RC1CC1_to_RCeqC,scaffold-hop,subtle,0.653,1 2,375.36,0.73,0.739,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1CN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,mmp0109_RC1CC1_to_Rc1cccFcc1,scaffold-hop,obvious,0.61,3 4 5 6,443.41,1.76,0.576,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(CCc2ccccc2)n1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.534,2 3 4 5 6 7 8,384.46,2.65,0.607,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccccc1OCC(O)CNC(C)C,CC(C)NCC(O)COc1ccccc1C1CC1,mmp0083_RC1CC1_to_RCC,scaffold-hop,subtle,0.508,1 2,237.34,1.99,0.762,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(CCN(CC1CC1)C1CC1)C(=O)c1ccc(CN2CCOCC2)cc1,O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.427,0 1 2 3 4 5 6 7 8 9 10 12,371.53,2.47,0.668,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(CCc1ccccc1)NCC(O)c1ccc(N)c(CCCCc2ccccc2)c1,CC(C)(CCc1ccccc1)NCC(O)c1ccc2c(c1)CCC(=O)N2,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.467,0 1 2 3 4 5 6 7 8 9 14,430.64,5.87,0.249,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OC(c1ccccc1)(c1cccs1)C1CCCCN1,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.623,5,273.4,3.13,0.9,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
FC1(F)Oc2ccc(CN3CCCCC3)cc2O1,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,mmp0053_RNCC_to_RN1CCCCC1,scaffold-hop,moderate,0.463,4,255.26,2.99,0.811,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(CCN(Cc1ccc2c(c1)OC(F)(F)O2)CC1CC1)C(=O)Nc1cnccc1Cl,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.472,0 1 2 3 4 6 8 11 14 15 18 19 22 25 26 27 28 29 30,452.89,4.43,0.641,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1C[C@H](C(=O)N[C@]2(C)O[C](O)N([C@@H](Cc3ccccc3)C(=O)N3CCCCC3)C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,mmp0025_RN1CCCC1_to_RN1CCCCC1,scaffold-hop,subtle,0.523,0 1 2 3 4 5 6 7 8 9 11 14 15 20 21 24,596.71,3.17,0.403,44,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,mmp0027_RCc1ccccc1_to_RCc1cccs1,scaffold-hop,subtle,0.657,6,342.51,4.2,0.785,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](OC[C@@]1(c2cccs2)CC[C@]2(CN1)NC(=O)NC2=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CN1)NC(=O)NC2=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.678,5,521.48,4.72,0.393,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc(S(=O)(=O)NC(=O)NCCc2ccc(-n3c(CC4CC4)nc4c(C)nc(C)cc43)cc2)cc1,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.785,2 3 4,517.66,4.53,0.357,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccs3)C(=O)O)CCCC2)CCc2ccccc21,O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccc4ccccc34)C(=O)O)CCCC2)CCc2ccccc21,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.664,5,512.63,3.88,0.444,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(NNC(=O)c1ccccc1)c1ccccn1,CC(NNC(=O)c1ccccc1)c1ccccc1,mmp0032_Rc1ccccc1_to_Rc1ccccn1,scaffold-hop,subtle,0.537,6,241.29,2.08,0.806,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[CH][C@]2(C)Cc1ccccc1,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,mmp0098_RCCCC_to_Rc1ccccc1,scaffold-hop,moderate,0.439,1 2 3 4 5 6 8,492.59,3.91,0.534,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CNC(=O)c1cccs1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.79,5,629.75,4.1,0.432,44,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CNCc1cccs1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,mmp0027_RCc1ccccc1_to_RCc1cccs1,scaffold-hop,subtle,0.713,6,615.76,4.46,0.413,43,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccccc1CN1CCN(C)CC1,Cc1ccccc1CN1CCN(CCSC(c2ccccc2)c2ccccc2Cl)CC1,mmp0021_RNCC_to_RN1CCNCCC1,scaffold-hop,obvious,0.411,,204.32,1.74,0.724,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)C[C@H](c1ccc(Cl)c(NC(=O)Cc2cccs2)c1)C1CC1,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,mmp0027_RCc1ccccc1_to_RCc1cccs1,scaffold-hop,subtle,0.467,6,363.87,4.55,0.758,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@]1(C(=O)O)CSC(c2ccc(OCCOCCOCC3CC3)cc2O)=N1,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.747,2 3 4,395.48,2.55,0.556,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC[C@@H](CCCCc1ccccc1)Oc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl,O=C1CC[C@@H](Oc2cc(Cl)c(-c3noc(-c4cn5cc(C(F)(F)F)cc(Cl)c5n4)n3)cc2Cl)CN1,mmp0117_RC_to_RCCc1ccccc1,scaffold-hop,obvious,0.488,0 1 2 3 4 5 6 7 8 9 10 12 14,624.88,8.15,0.158,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NC[C@@H](CCCC1CC1)Oc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl,O=C1CC[C@@H](Oc2cc(Cl)c(-c3noc(-c4cn5cc(C(F)(F)F)cc(Cl)c5n4)n3)cc2Cl)CN1,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.547,0 1 2 3 4 5 6 8 10,574.82,7.32,0.225,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cccs2)no1,O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1,mmp0005_Rc1ccccc1_to_Rc1cccs1,scaffold-hop,subtle,0.605,5,377.43,4.52,0.534,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(CNC(=O)c2nc(-c3cc(Br)c(O)c(Br)c3)no2)c1,O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.581,7,467.12,4.21,0.601,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)CCN(Cc1ccsc1)c1nccs1,CN(C)CCN(Cc1ccsc1)c1ccccn1,mmp0073_Rc1ccccn1_to_Rc1nccs1,scaffold-hop,subtle,0.516,5,267.42,2.77,0.802,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
c1ccc(N(CCN2CCCCC2)Cc2ccsc2)nc1,CN(C)CCN(Cc1ccsc1)c1ccccn1,mmp0053_RNCC_to_RN1CCCCC1,scaffold-hop,moderate,0.582,1 2 3 4 5 6,301.46,3.64,0.812,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1C(C2CCC(=O)[C@@]2(C)CC2CC2)C(=O)C=C2C[C@@H](O)CC[C@@]21C,C[C@]12CC[C@H](O)CC1=CC(=O)C1C2CC[C@]2(C)C(=O)CCC12,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.425,0 1 2 3 4 5 6 7 8 9 10 16,344.5,4.08,0.839,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(NCCOCCC3CC3)oc12,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,mmp0008_RC_to_RCC1CC1,scaffold-hop,moderate,0.505,0 1 2 3 4 5 6 7 8,499.56,5.17,0.354,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(CN(C)C(=O)c2cc([C@@H](C)Nc3cc(F)cc(F)c3)c3oc(N4CCOCC4)cc(=O)c3c2)c1,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,mmp0077_RC_to_RCc1ccccCc1,scaffold-hop,obvious,0.709,2 3 4 5 6 7 8,547.6,5.66,0.322,40,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
