counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
O=C(OCC(COC(=O)c1cccnc1)OCl)c1cccnc1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OC(COC(=O)c1cccnc1)COC(=O)c1cccnc1,mmp0130_RCCeqO_to_RCl,bioisostere,moderate,0.5,1,336.73,2.03,0.715,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(OC(C)(C)C(=O)OC(COC(=O)c2cccnc2)COC(=O)c2cccnc2)cc1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OC(COC(=O)c1cccnc1)COC(=O)c1cccnc1,mmp0051_Rc1cccClcc1_to_Rc1cccOCcc1,bioisostere,subtle,0.789,5 6,494.5,3.27,0.29,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1C[C@H](NCCOCC(=O)O)c2cc(S(N)(=O)=O)sc2S1(=O)=O,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.62,3 4 5 6 7,398.48,-0.31,0.529,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CCOCC(=O)O)c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1C1CC1)NO,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.515,0 1 2 3 4 5 6 7 9,456.55,2.27,0.204,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OC(=O)CCCCc1ccc(CCCc2ccccc2)s1,O=C(O)CCCCc1ccc(CCCc2ccccc2)s1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.672,2 3 4,344.48,4.73,0.375,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.691,2 3,427.44,3.92,0.398,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1c2cc(F)ccc2nc([C@H](CCO)Nc2ncnc3[nH]cnc23)n1-c1ccccc1,C[C@H](Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.716,2 3,431.43,2.73,0.378,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(C[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(-n2ccccc2=O)cc1F)OC,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,mmp0064_RC_to_ROC,bioisostere,subtle,0.491,0 1 2 3 4 5 6 8 11 13 14 17 21 22 24 25 27 30,502.93,3.77,0.386,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(Nc1ccc(-n2ccccc2=O)cc1F)[C@H]1C[C@@H](OP(=O)(O)O)CN1C(=O)Nc1ccc(Cl)cc1,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.794,2 3 4 5,550.87,3.35,0.344,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(O)cc(NS(C)(=O)=O)c2F)n1,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,mmp0034_RCl_to_RO,bioisostere,subtle,0.806,1,521.58,2.96,0.332,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CSC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,mmp0085_ROC_to_RSC,bioisostere,subtle,0.818,1 2,556.09,4.63,0.348,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCN(CCC(C)c1nc(-c2cnc(N)c(-c3nnc(C(C)(C)C)o3)n2)n(CC)n1)C(=O)CCO,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.504,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17,556.72,2.73,0.3,40,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCn1nc(C2CCN(C(=O)CCOP(=O)(O)O)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.808,4 5 6 7,549.53,1.89,0.343,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1c(CCO)nnn1Cc1cc(Cl)c(C(=O)c2ccc(Cl)cc2)c(Cl)c1,NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N,mmp0015_RC_to_RCCO,bioisostere,moderate,0.671,2 3,425.7,3.63,0.588,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCN(CO)CCOCCOCCOc1ccccc1OC,COc1ccccc1OCCOCCOCCN1CCCCC1,mmp0058_RC_to_RCO,bioisostere,subtle,0.431,0 1 2 4 6 8 10,341.45,2.16,0.39,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc(CCC(C)NCC(O)c2ccc(O)c([S+](C)OP(=O)(O)O)c2)cc1,COc1ccc(CCC(C)NCC(O)c2ccc(O)c([S+](C)[O-])c2)cc1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.713,2 3 4 5,458.49,2.68,0.257,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC1O[C@H]([C@@H](COC(C)=O)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,CCOC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.737,3 4,430.5,2.84,0.549,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.614,2 3 4 5 6 7,410.01,5.07,0.686,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)NCCC(CCOC(C)=O)=C1c2ccc(Cl)cc2CCc2cccnc21,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,mmp0102_RC_to_RCOCCeqO,bioisostere,obvious,0.4,0 1 2 3 4 5 6 8 11 16 23 26 27 29 30,442.94,4.72,0.627,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)C[N+]1(C)CC[C@@H](OC(=O)COC(C)=O)C1,CCOC(=O)C[N+]1(C)CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,mmp0126_RCeqOCO_to_RCeqOCOCCeqO,bioisostere,moderate,0.457,5 6 7,288.32,-0.13,0.385,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccccc1C1=NCC2=N/C(=C\N3CCN(C)CC3)C(=O)N2c2ccc([N+](=O)[O-])cc21,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,mmp0046_RCl_to_ROC,bioisostere,subtle,0.771,1 2,460.49,2.29,0.394,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)OP(=O)(O)O)ccc4N3C2=O)CC1,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.752,2 3 4 5,545.9,2.46,0.332,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.772,2 3 4 5 6 7,550.06,3.65,0.283,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,mmp0015_RC_to_RCCO,bioisostere,moderate,0.819,3,336.44,3.22,0.725,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1cccnc1[C@H](CO)N(CCCCN)Cc1nc2ccccc2[nH]1,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,mmp0058_RC_to_RCO,bioisostere,subtle,0.402,0 1 2 4 7 8 11 12 13 17 18,367.5,2.79,0.479,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)O[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@H](CCC(F)(F)F)CC[C@H]3C,CC(=O)O[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@H]1CCC(=O)C=C1C[C@H]3C,mmp0087_RCCeqO_to_RCFFF,bioisostere,subtle,0.427,0 1 2 3 4 5,360.46,5.75,0.599,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(C)C(CNC(=O)c1cc(Cl)c(N)cc1OC)=NCCOC,CCN1CCN=C1CNC(=O)c1cc(Cl)c(N)cc1OC,mmp0120_RC_to_RCCOC,bioisostere,moderate,0.43,0 1 2 3 4 5 7 9 10 12,356.85,1.66,0.32,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN1CCN=C1CNC(=O)c1cc(OP(=O)(O)O)c(N)cc1OC,CCN1CCN=C1CNC(=O)c1cc(Cl)c(N)cc1OC,mmp0069_RCl_to_ROPeqOOO,bioisostere,obvious,0.68,1 2 3 4 5,372.32,0.21,0.392,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCCC(C)Nc1ccnc2cc(O)ccc12,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,mmp0034_RCl_to_RO,bioisostere,subtle,0.658,1,301.43,3.86,0.777,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CCCNCCO)Nc1ccnc2cc(Cl)ccc12,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,mmp0054_RCCCNCCCC_to_RCCCNCCO,bioisostere,subtle,0.6,7,307.83,3.05,0.656,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1nc(F)nc2c1ncn2CCOP(=O)(O)O,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.41,1 2 3 4 5 6 7,277.15,-0.34,0.509,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]1O,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.827,2 3 4 5,445.19,-1.61,0.217,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(=O)(=O)NC(=O)CCO)cc3Cl)c2F)c1,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.848,3,645.29,4.93,0.299,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CCOCC(=O)O)c2F)c1,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.445,3 4 5 6 7,428.64,4.55,0.655,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(C#N)cc(OC)c3)c2F)c(Cl)c1,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,mmp0046_RCl_to_ROC,bioisostere,subtle,0.82,1 2,624.87,5.31,0.329,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(CCOCCO)c3)c2F)c(Cl)c1,CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.688,2 3 4 5 6,692.39,5.63,0.198,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C)c1cc(CC2SCNC2=O)cc(C(C)(C)CCOCCO)c1O,CC(C)(C)c1cc(CC2SCNC2=O)cc(C(C)(C)C)c1O,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.652,2 3 4 5 6,395.57,3.1,0.59,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C)c1cc(CC2SCNC2=O)cc(CCOCC(=O)O)c1O,CC(C)(C)c1cc(CC2SCNC2=O)cc(C(C)(C)C)c1O,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.58,3 4 5 6 7,367.47,2.06,0.639,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)Oc1c(C(C)(C)C)cc(CC2SCNC2=O)cc1C(C)(C)C,CC(C)(C)c1cc(CC2SCNC2=O)cc(C(C)(C)C)c1O,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.649,2 3 4,363.52,3.94,0.653,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCC(CCN(C)c1ncnc2[nH]ncc12)c1nc(-c2ccc(F)c(C(F)(F)F)c2)cn1C,Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc3[nH]ncc23)CC1,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.405,0 1 2 3 5 8 12 14 15 18 19 22 23 24 27 28 29,473.48,5.1,0.285,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(OCOC)c(O)cc1c2CN1CCN(C)CC1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,mmp0064_RC_to_ROC,bioisostere,subtle,0.675,0 1 2 3 9,536.59,1.52,0.277,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CNCCO)OCCO3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,mmp0067_RNCCCC_to_RNCCO,bioisostere,subtle,0.679,1 2 3 4,479.49,0.93,0.282,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN(C)OCCN(C)C)OCCO3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,mmp0033_RCCNCC_to_ROCCNCC,bioisostere,subtle,0.638,0 1 2 3 4 5 6 8,536.59,1.78,0.277,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COOc1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cn2c1=O,COc1ncc(-c2ccc3ncc(OCCN(C)C)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1Cl,mmp0064_RC_to_ROC,bioisostere,subtle,0.76,1 2,506.9,3.3,0.299,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ncc(-c2ccc3ncc(OCCN(C)C)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1O,COc1ncc(-c2ccc3ncc(OCCN(C)C)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1Cl,mmp0034_RCl_to_RO,bioisostere,subtle,0.796,1,529.55,2.35,0.335,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#Cc1ccc(N(Cl)C(=S)Nc2ccc(OC[C@@H](O)CO)cc2)cc1C(F)(F)F,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,mmp0130_RCCeqO_to_RCl,bioisostere,moderate,0.413,0 1 3 6 7 10 13 14 19 20 22 23 24 25 26 27 28,445.85,3.67,0.462,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccccc1,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,mmp0023_Rc1cccOcc1_to_Rc1ccccc1,bioisostere,subtle,0.619,,389.4,4.49,0.71,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)C(=O)N(c2ccc(C#N)c(CCO)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.7,2 3,455.54,1.74,0.516,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCCO)c3csc(N)n3)[C@H]2SC1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.809,2 3,485.5,-1.26,0.107,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(OP(=O)(O)O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.662,2 3 4 5,379.69,3.51,0.596,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(O)c1,O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,mmp0034_RCl_to_RO,bioisostere,subtle,0.683,1,281.27,3.01,0.671,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCN1C(=O)N(COP(=O)(O)O)C(=O)C(c2ccccc2)(c2ccccc2)C1=O,COCN1C(=O)N(COC)C(=O)C(c2ccccc2)(c2ccccc2)C1=O,mmp0050_RCO_to_RCOPeqOOO,bioisostere,obvious,0.771,3 4 5 6,434.34,1.43,0.494,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,mmp0099_RCC_to_RCCeqC,bioisostere,subtle,0.651,3,254.36,1.52,0.444,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=P(O)(O)OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.69,2 3 4 5,388.36,3.46,0.494,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@H]1[C@@H]2C=CC3=CC(=O)CC[C@@H]3[C@H]2CC[C@]1(C)O,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,mmp0097_RC_to_RO,bioisostere,subtle,0.519,1,260.38,3.27,0.785,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OC(CNc1ccccn1)c1ccccc1,OC(CNc1ccccn1)c1ccccc1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.508,2 3 4,256.31,2.8,0.836,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OC1(c2ccc3ccccc3c2)CNCC(C)O1,c1ccc2cc(C34CNCC(CO3)O4)ccc2c1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.405,1 2 3 4 15,285.34,2.56,0.862,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](COP(=O)(O)O)N1[CH]Cn2cc(C(=O)NCc3ccc(F)cc3F)c(=O)c(O)c2C1=O,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.486,0 1 2 3 4 5 6 7,486.34,0.88,0.42,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H]1CO[C@@H]2Cn3cc(C(=O)N[C@H](N)c4ccccc4)c(=O)c(O)c3C(=O)N12,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,mmp0093_RCc1ccccc1_to_RCHNc1ccccc1,bioisostere,subtle,0.535,2,384.39,0.14,0.646,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.757,2 3 4 5,684.73,2.88,0.13,48,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCl)C(=O)NC(C)(C)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,mmp0130_RCCeqO_to_RCl,bioisostere,moderate,0.485,1,369.94,3.17,0.617,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc([C@@H]2[C@H]3CO[C@@]4(O)C(=O)[C@@H]2C=C([C@@H](Oc2ccccc2)[C@@H](O)C=O)[C@@H]34)ccc1O,COc1cc([C@@H]2[C@H]3CO[C@@]4(O)C(=O)[C@@H]2C=C([C@H]2Oc5cc(O)cc(O)c5C(=O)[C@@H]2O)[C@@H]34)ccc1O,mmp0091_Rc1ccccOc1_to_Rc1ccccc1,bioisostere,subtle,0.438,0 1 2 3 4 5 6 7 9 12 13 17,452.46,1.58,0.428,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](CCO)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.567,3,332.48,3.51,0.741,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C1/C(=C\C=C2/CCC[C@](C)([CH][C@H](C)/C=C/[C@H](C)C(C)C)[C@H]2CCO)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.48,3 10 13 15 16 19 23 27 28 29 30,429.67,5.79,0.428,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(/C(C)=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12)[C@@H](O)CCOP(=O)(O)O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.477,0 1 2 3 4 5 6 7 8 9 10 11 13,494.65,6.98,0.164,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](OP(=O)(O)O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.702,2 3 4 5,492.64,6.73,0.271,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)c1ccccc1Nc1ccc(CCOP(=O)(O)O)cc1,CC(C(=O)O)c1ccc(Nc2ccccc2C(=O)O)cc1,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.463,4 5 6 7,337.27,2.78,0.574,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(O)s1,O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,mmp0034_RCl_to_RO,bioisostere,subtle,0.673,1,373.3,1.83,0.688,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
